"","label","pixel1","pixel2","pixel3","pixel4","pixel5","pixel6","pixel7","pixel8","pixel9","pixel10","pixel11","pixel12","pixel13","pixel14","pixel15","pixel16","pixel17","pixel18","pixel19","pixel20","pixel21","pixel22","pixel23","pixel24","pixel25","pixel26","pixel27","pixel28","pixel29","pixel30","pixel31","pixel32","pixel33","pixel34","pixel35","pixel36","pixel37","pixel38","pixel39","pixel40","pixel41","pixel42","pixel43","pixel44","pixel45","pixel46","pixel47","pixel48","pixel49"
"33043","Sandal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,17.8125,22.875,40.75,1.4375,0.3125,0.3125,55.875,113.875,70.375,88.3125,127.8125,117.25,93.125,17.4375,51.5,60.25,59.8125,61.5,63,38.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57693","Ankle boot",0,0,0,10.625,83.875,80.125,46.625,0,0,0.0625,33.5625,174.4375,196.5625,165.5,0,0,0.125,49.4375,174.1875,208.125,138.375,0,0,0.875,76.9375,190.1875,208.1875,91.75,12,56.9375,108.5,160.6875,203,207.5625,83.5,138.25,175.9375,191.125,197.25,210.9375,212.4375,95.9375,24.8125,83.25,93.625,95.6875,93.25,91.8125,46.1875
"25564","Coat",0,0,46.8125,189.0625,87.25,0.1875,0,0,0.625,171.5,194.3125,180.125,28.375,0,0,17.6875,182.6875,171.625,173,65.3125,0,0,25.875,173.75,177.5625,162,89.6875,0,0,33.125,196.3125,182.75,189.3125,93.375,0,0,22.125,169.1875,191.0625,175.9375,66.25,0,0,0.4375,87.125,154.4375,108.125,0.375,0
"8453","Trouser",0,0,87.0625,146.0625,87.125,0,0,0,0,94.0625,144.75,99.9375,0,0,0,0,83,135.375,76.8125,0,0,0,0,70.8125,111.75,78.25,0,0,0,0,74.1875,111.1875,79.4375,0,0,0,0,78.125,112.6875,111.0625,0,0,0,0,64.375,91.625,112.125,0,0
"19608","Dress",0,2.6875,89,107.8125,108.9375,12.5625,0,0,49.75,139.1875,136.125,145.8125,54.125,0,0,72,151.0625,160.125,151.625,89.375,0,0,111.9375,141.75,156.25,135.875,113.75,0,0,23.3125,116.625,171.5625,149.75,38.0625,0,0,0.625,131.1875,149.5,169.25,18.9375,0,0,0.125,121.125,124.25,133.25,28.9375,0
"43817","Sneaker",0,0,0,0,0,0,0,0,0,0.0625,0.625,12.4375,0.3125,0,0,0,0.375,70.3125,75.75,0.5,32.125,15.4375,59.125,153.5,167.6875,175.5,135.375,143.75,119.6875,180.875,193.5625,187.25,173.1875,165.8125,137.25,4.4375,24.8125,34.625,26.4375,33.5,74,52.625,0,0,0,0,0,0,0
"7156","Trouser",0,0,87.6875,141.3125,75.4375,0,0,0,0,76.5625,111.9375,76.5625,0,0,0,0,56.9375,113.9375,58.375,0,0,0,0,45,96.6875,58.4375,0,0,0,0,53.0625,93.4375,70,0,0,0,0,69.0625,97.625,90.625,0,0,0,0,85.9375,108.8125,94.5625,0,0
"49369","Bag",0,0,0,0,0,0,0,18.625,2.0625,3.75,2.25,2.625,1.0625,20.1875,71.875,117.625,127.9375,123.0625,123.3125,128.375,33.0625,94.6875,134.5625,142.125,133.875,125.75,135.6875,67.5,104.375,171.5625,170.375,106.1875,127.375,129.625,25,116.625,181.75,177.0625,92.375,91.8125,39.8125,0.375,0,0,0,0,0,0,0
"59396","Ankle boot",0,0,0.5,54.25,73.1875,75.875,35.9375,0,0,0.9375,134.5,179.5625,194.75,129.1875,0,0,0.875,145.875,195.625,191.9375,109.25,0.375,0.8125,20.3125,167.875,179.875,183.3125,151,43.75,58.6875,118.0625,168.4375,189.125,195.75,164.5625,132.0625,175.875,191.375,184.625,69.3125,196.4375,166.4375,0.3125,26.3125,47.75,23.875,0.375,46.6875,33.6875
"51907","Bag",0,0.1875,0.75,37.0625,41.75,1.75,0.25,2.5625,70.75,93.5,109.625,112.75,109.1875,40.8125,23.25,96,155.75,161.375,145.125,165.8125,58.625,13.0625,117.375,177.3125,184.5625,179.9375,164.5,59.25,1.5625,139.25,181.25,192.0625,189.1875,178,64.5625,0.1875,121.3125,209.9375,207.9375,200.75,190,71.125,0.125,69.4375,167.625,151.3125,129,112,25.375
"4591","T-shirt/top",0,0,134.625,144.5,133.75,22.875,0,0,0,157.0625,200.375,145.8125,34.6875,0,0,0,121.5,120.0625,141.5625,17.625,0,0,0,120.75,119.5,122.75,26.75,0,0,2.6875,140.875,123.0625,123.625,40.8125,0,0,21.6875,149.8125,134.25,130.9375,56.1875,0,0,22.75,146.3125,142.4375,135,55.375,0
"49324","Bag",0,0,0,0,0,0,0,35,81,92.5,50.875,93.25,80.625,34,116.1875,206,203.75,209,204.5625,205.8125,115.1875,146,208.75,207.1875,207.6875,208.625,211.375,151.5625,163.8125,212.125,212.375,213.8125,214.875,217.625,168.9375,79,100.875,95.6875,95.5625,96.625,98.1875,74.5,0,0,0,0,0,0,0
"2571","T-shirt/top",0.25,40.25,121.1875,146.8125,135,60.9375,0.375,0.0625,136.4375,154.6875,99.125,140.875,161,6.8125,14.5625,176.25,141.5625,135.3125,160.875,179.9375,47.375,0.125,0.1875,161.3125,163.1875,168.8125,21.25,0.3125,0,0.1875,155.9375,165.0625,168.375,22.1875,0,0.0625,0.25,153.1875,167.1875,166.0625,20.3125,0,0,0.5,129.8125,152.375,145.5625,15.25,0
"26990","Coat",0,27.375,114.9375,213.4375,115.125,25.75,0,0,152.5,160.3125,145.0625,138.0625,142,0,0,193.75,169.0625,158.75,143.6875,185.5625,0.3125,13.5,189.8125,184.8125,174.375,154.4375,192.125,12,25.3125,158.3125,204.75,187.8125,176.625,150.9375,22.5,30.9375,131.375,223.25,200.8125,208.6875,135.375,26.25,18.125,80.6875,22.1875,25.6875,29,84.625,13.6875
"28415","Coat",0,0.25,52.75,169.8125,82.375,0.75,0,0,29.1875,139.5,153.3125,127.875,50.8125,0,0,98.875,153.1875,151.0625,156.4375,124.375,0,0,113,156.25,152.5625,141.9375,144.875,0,0,111.9375,149.8125,153.6875,150.9375,135.4375,0,0,114.8125,153.1875,165.1875,145.875,141.4375,0,0,114.75,131.4375,137.8125,131.5625,111.5625,0
"23416","Dress",0,6.8125,143.3125,113.5625,118,27.75,0,0,37.625,199.0625,195.25,206.4375,76.4375,0,0,56.0625,182.125,216.5,190.9375,100.1875,0,0,75.375,180.5,223.1875,188.9375,135,0,0,0.25,158,222.0625,212.0625,5.5,0,0,0.9375,151.125,225.625,200.8125,4.6875,0,0,1.0625,135.6875,174.75,170.3125,13.75,0
"15957","Pullover",0,19.9375,39.125,78.8125,48.0625,18.4375,0,0,58.25,52.5,49.25,42.3125,47.6875,0,4.125,142.375,67.0625,60.6875,49.875,104.625,15.75,1.375,67.4375,71.125,65.4375,51.8125,68.75,9.25,4.8125,54.5625,70.9375,69.8125,55.9375,43.5625,12.0625,5.3125,44.75,82.875,80.3125,69.9375,30.6875,15.375,8.6875,41.9375,32.375,34.625,25.5,18.125,25.75
"44430","Sneaker",0,0,0,0,0,0,0,0,0,0.25,3.625,113.8125,26.375,0.625,0,0,0.5,83.8125,211.4375,224.4375,118.6875,0.8125,9,106,191.375,202.625,198.75,148.3125,113.4375,170.1875,170.8125,155.125,178.0625,192.4375,158.125,54.0625,90.1875,105.8125,107.4375,110.875,101.4375,63.1875,0,0,0,0,0,0,0
"49959","Bag",0.0625,0.6875,3,29.6875,11.9375,0.5625,0,46.625,71.5,78.125,56.6875,77.875,64.25,57.1875,129.8125,175.25,176.5625,177.5,173.625,176.5,175,139.5,187.125,194.25,151,200.1875,203.3125,175.5625,167.0625,183,190.0625,193.625,197.5625,203.375,174.625,153,191.6875,192.4375,191.5625,191.25,194.5625,163.9375,54.6875,74.3125,71.8125,56.4375,55.125,54.4375,37.3125
"50705","Bag",0,0.8125,51.5,37.9375,61.375,1.125,0.1875,0.375,23.3125,24.125,0.1875,16.6875,32.125,0.0625,0.6875,94.4375,66.125,61.4375,56.625,101.9375,1.25,11.5,138.5,132.8125,150.875,159.9375,180.0625,20.3125,59.375,146.25,168.25,146.4375,122.75,147.375,79.5625,100,177.9375,150.5,142.3125,139.0625,137.8125,120.8125,67.8125,109.5625,117.875,129.625,142.25,149.6875,51.375
"27469","Coat",0,2.25,117.0625,186.5625,120.125,8.875,0,0,33.25,143,175.6875,128.8125,33.3125,0,0,48.3125,146.4375,133.9375,142.1875,42.875,0,0,56.375,111.125,134.0625,111.125,54,0,0,55,27.25,144.1875,29.4375,60.4375,0,0,1.375,71.125,150.125,77.125,1.25,0,0,0.5625,71.1875,146.4375,58.25,0.3125,0
"55601","Ankle boot",0,0,0,0,0,0,0,0,0,0.625,79.4375,123.1875,114.375,83.375,0,0,0.3125,126.3125,206.5,211.625,159.375,0,0.1875,15.4375,177.3125,215.8125,222.75,147,48.125,104.25,177.3125,202.1875,214.75,209.9375,174.75,91.625,147.125,162.625,138.8125,95.6875,151.375,100.25,0,0,0,0,0,0,0
"44083","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,7.625,70.5,55.125,0,72.4375,15.4375,71.3125,123.9375,206.0625,211.875,187.1875,159.5625,71.3125,100.4375,128,143.4375,149.9375,120.1875,87.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35665","Sandal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,27.1875,80.6875,36.125,62.625,0.375,28.0625,50.5625,51.875,78,21.6875,98.1875,51.9375,100.0625,115.8125,62.0625,82.5625,114.4375,95.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20969","Dress",0,0,99.25,197.3125,89.5625,0,0,0,1.8125,225.1875,226.4375,226.0625,0.9375,0,0,13.125,138.9375,227.0625,131.6875,14.125,0,0,0.6875,127.8125,230.8125,119.875,0.5,0,0,0.625,145.4375,232.0625,136.25,0.6875,0,0,0.625,123.0625,231.25,114.6875,0.5,0,0,0.1875,99.4375,208.0625,91.25,0,0
"47489","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,129.625,88.9375,36.75,64.25,2.625,23.125,142.25,136.8125,129.8125,155.875,139.25,76.1875,88,83.5,63.3125,81.1875,78.5,62.0625,6.0625,30.4375,34.1875,28.625,32.6875,31.625,24.4375,0,0,0,0,0,0,0
"13358","Pullover",0,26,109.3125,184.0625,104.125,24.1875,0,0,130.5625,179,173.75,174.75,125.25,0,0,153.25,187.6875,170.5,171.4375,157.4375,0,0,156.0625,162.875,175.875,161.3125,164.1875,0,0,154,150.8125,177.75,155,149.8125,0,0,137.1875,167.1875,186.5625,183.9375,134.6875,0,0,104.5,24.8125,25.9375,26.9375,114,0
"29382","Coat",0,10.1875,84.875,129.125,115.75,4.9375,0,0,83.875,149.5,165.3125,162.8125,79.4375,0,0,129.5,172.4375,170.875,177.5625,122.9375,0,0,164.0625,179.25,176.5,181.6875,156.375,0,0,177.6875,180.6875,187.5625,182.5,169.8125,0,0,181.9375,160.9375,174.125,160.75,164.75,0,0,128.75,0.8125,0.4375,0.8125,122.375,0
"1188","T-shirt/top",0,3.9375,30.5625,0.625,32.375,0,0,0,23.0625,130.6875,114.625,156.125,0.0625,0,0,8,137.4375,145.375,165.5625,0,0,0,8.875,136.3125,141.1875,175.75,16.1875,0,0,28.4375,137.3125,146.5625,190.25,18.6875,0,0,29.9375,138.5,145.375,193.1875,31.9375,0,0,23.6875,136.4375,142.125,176.5,20.375,0
"38440","Shirt",0.1875,85.625,156.125,146,154.875,65.3125,0.125,0.25,178.6875,166.375,174.8125,176.0625,153.8125,0.1875,12.8125,181.9375,176.1875,178.9375,159.4375,165.8125,6.75,36.3125,151.5,161.6875,173.75,162.125,141.1875,39,54.125,150.8125,173.375,168.625,167.625,166.875,65.5,62.0625,163.25,175.4375,177.1875,169.625,175.4375,86.6875,40.3125,103.8125,24.0625,29.6875,23.75,52.1875,56.625
"30253","Sandal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,10.75,53.1875,64.25,19.375,8.25,0.6875,77.625,49.4375,0.8125,98.9375,86.875,29.4375,37.3125,120.0625,60.1875,65.5,94.0625,90.8125,65.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26528","Coat",0,17.25,79.875,151.8125,80.8125,13.5,0,0,40.4375,40.75,67.6875,36.9375,40.375,0,0,62.5,21.9375,81.5625,67.0625,50.125,0,0,63.4375,34.1875,95.1875,93.25,47.625,0,0,72.1875,44.375,109.75,67.25,77.6875,0,0,65.3125,90.4375,95.5625,86.375,71.4375,0,0,18.625,20.0625,51.75,25.25,17.625,0
"9517","Trouser",0,0,131.5625,187.8125,159.6875,0,0,0,0,187.375,236.5,212.8125,0,0,0,0,184.1875,177.9375,205.625,0,0,0,0,161.125,127.5625,172.1875,0,0,0,0,176.25,53.625,174.1875,0,0,0,0,160.9375,5.0625,169,0,0,0,0,84.3125,2.6875,83.875,0,0
"8226","Trouser",0,0,125.6875,199.9375,124.6875,0,0,0,0,140.5,205.6875,156.5625,0,0,0,0,135.5625,155.5625,142.8125,0,0,0,0,129.625,116.6875,124.25,0,0,0,0,134.875,79.875,128.9375,0,0,0,0,129.1875,56.8125,126.1875,0,0,0,0,118.75,33.4375,107.875,0,0
"50745","Bag",0,0,0,1.5,1.875,0,0,0,0.6875,15.5,22.375,15.625,5.0625,0.625,7.9375,84.375,108.375,107.8125,115.9375,102.25,46,44.8125,162.0625,141.9375,147.1875,153.625,150.25,126.9375,45.1875,167.8125,147.25,145.125,147.125,154.9375,135.5,30.1875,140.5625,167.75,159.625,166.9375,144.0625,90.6875,4.625,1,0,0.25,0,0,0.125
"57322","Ankle boot",0,0,0,0.375,60.4375,82.4375,58,0,0,0,0.4375,204.3125,225.25,133.5625,0,0,0.125,6.1875,217.0625,220.6875,101.75,0,0,0.8125,116.25,204.875,208.375,106.375,11.8125,38.5,107.5,194.25,210.4375,209.6875,152,147.1875,158,192.4375,212.4375,213.9375,210.3125,173.6875,12.5,66.75,94.8125,71.375,60.0625,96.875,65.125
"59026","Ankle boot",0,0,0,0,0,0,0,0,0,0,0.5,120.125,167.125,103.5625,0,0,0,15.9375,179.75,203.4375,117.25,0.5,0.8125,11.5625,117.9375,192.25,209.875,131.4375,65.8125,72.6875,94.5625,143.5,193.6875,208.625,179.625,77.125,138.6875,159.3125,136.0625,103.9375,177.625,148.6875,0,0,0,0,0,0,0
"1882","T-shirt/top",0.125,111.375,200.25,191.125,202,105.8125,0,3.375,217.75,211.875,212.125,215.3125,220.4375,0.3125,30.3125,204.3125,216.8125,216.1875,219.5625,200.5,23.625,0.125,0.75,218.1875,218.5,223.625,21.9375,0.125,0,0.25,209.8125,220.3125,221.75,15.25,0,0,0.25,212.25,218.4375,220.875,14.8125,0,0,0.5,211.5,215.8125,219.6875,22.75,0
"36694","Shirt",0,4.1875,36.75,160.25,41.5625,3.5,0,0,40.3125,43.5,85.8125,57.1875,49.6875,0,0,54.6875,42.875,50.125,78,56.4375,0,0,66.9375,47.375,52.8125,79.4375,51.1875,0,0,71.5,48.8125,57.375,74.6875,56.125,0,0,66.625,57.125,61.0625,75.375,51.375,0,0,38.3125,55.0625,65.375,68.4375,35.375,0
"45196","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.6875,55.125,116.0625,22.3125,57.625,31.25,63.0625,125.25,167.4375,192.5625,199.375,122.5,117.25,164.5,177.5625,208,207.125,185.25,130.125,0,25.75,38.1875,34,34.8125,34,6.5625,0,0,0,0,0,0,0
"46381","Sneaker",0,0,0,0,0,0,0,0,0,0,0.25,3.875,0.25,0,0,0.0625,4.0625,50.1875,114.4375,2.6875,15.9375,9.75,34.0625,105.4375,156.6875,171,167.8125,123.625,31.25,63.9375,125.1875,133.9375,124.4375,118.3125,82.375,0.0625,3,5.9375,5.5,4.5625,6.6875,1.1875,0,0,0,0,0,0,0
"7803","Trouser",0,0,112.9375,192.125,119,0,0,0,0,119.5,190.75,127.75,0,0,0,0,105.25,157.125,111.5,0,0,0,0,114.3125,109.25,118.125,0,0,0,0,130.75,59.1875,141.375,0,0,0,0,143.4375,28.1875,162.375,0,0,0,0,145.625,18.3125,163.875,0,0
"45770","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,98.875,95.875,0.625,45.5,43.6875,64.8125,133.75,175,173.625,162.125,167.125,147.25,194.5625,199,203.125,212.375,209.5625,171.6875,0,9.125,21.0625,5.75,13,33.6875,20,0,0,0,0,0,0,0
"3498","T-shirt/top",0,43.5625,167.625,146.5,175.375,71.9375,0.125,0,179.375,233,183.3125,200.0625,218.6875,15.9375,0,55.9375,107.9375,134.75,102.9375,90.1875,0,0,1.8125,174.8125,229,209.375,37.9375,0,0,0.125,224.875,233.6875,234.375,60.8125,0,0,4.0625,236,219.8125,234.375,95.375,0,0,12.25,116.625,83.6875,89.4375,62.625,0
"57747","Ankle boot",0,0,0,0,0,0,0,0,0,0.25,69.6875,188.375,189.25,88.875,0,0,0.6875,85.3125,186.25,201.9375,104.5,0,0,1.125,130.9375,195.0625,206.9375,138.25,7.4375,35.375,107.9375,173.1875,201.125,200.8125,189.25,109.8125,180.25,189.125,190.9375,143.1875,194.0625,159.375,0,6.6875,26.375,2.125,0,30.1875,14.375
"45875","Sneaker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.1875,80.3125,89.3125,0.75,26.625,19.625,92.9375,184.125,201.875,223.6875,180.375,171.6875,158.1875,198,216.125,212,200.6875,198.625,165.8125,2.4375,13.25,23.5625,30.8125,27.125,22.4375,8.75,0,0,0,0,0,0,0
"40411","Shirt",0.5,68.3125,156.5,211.6875,153.9375,52.75,0.125,27.625,211.4375,199.125,192.875,198.5,195.5625,30.75,42.1875,182.1875,183,196.9375,177.125,180,43.625,0.0625,54.3125,208.4375,194.375,202,39.75,0.1875,0,39.25,217.125,205,209.25,24.25,0,0.375,97.4375,212.125,210.0625,199.25,86.375,0.375,2,122.3125,215,202.875,207.75,119.8125,1.625
"7790","Trouser",0,0,149.9375,181.0625,190.5,5,0,0,0,166.625,194.6875,184.5625,26.1875,0,0,0,128.25,162.5,142.6875,34,0,0,0,117.25,115.875,154.1875,29.0625,0,0,0,128.125,66.0625,168.875,17.6875,0,0,0,173.375,50.25,209.6875,4.6875,0,0,0,156.0625,46.0625,199.375,0,0
"59920","Ankle boot",0,0,0.1875,144.375,214.4375,202.4375,71.125,0,0,0.625,136.6875,244.5625,241.25,62.875,0,0,0.5,169.9375,244.5,245.625,139.6875,0,0.125,12,230.1875,243,246.625,202.5,0,0.75,117.875,240.1875,243.125,226.3125,192.125,16.625,107.0625,230.75,242.4375,156.8125,164.125,185.5,82.75,178.0625,205.3125,162.4375,6.3125,136.1875,148.875
"52934","Bag",0,0.0625,26.625,52.25,5.125,0,0,0,0.4375,55.5,4.5,60.4375,0,0,0,46.1875,71.4375,28.6875,92.1875,25.3125,0.0625,19.1875,133.875,129.125,125.4375,136.375,138.5,0.3125,50.6875,125.125,130.5,130.5,135.5,156.125,25.3125,58.125,132.75,138.6875,138.1875,140.3125,152.875,57.9375,31.6875,123.9375,134.0625,134.5625,137.25,127.375,67.125
"41333","Shirt",0,9,69.9375,132,86.5,20.6875,0.0625,0,77.125,140.25,133.4375,114.25,108.25,0,0,87.0625,135,123.125,119.0625,123.125,0,0,108.375,126.75,122,116.8125,122.125,2.1875,0,116.25,123.8125,120.6875,117.6875,111.5,21.8125,0,117.3125,125.6875,126.3125,120.375,105.75,28.375,0,77.4375,93.1875,128.75,102.9375,63.9375,16.5625
"20517","Dress",0,0.0625,77.375,164.375,110.0625,0.125,0,0,13.25,155.625,201.6875,186.625,23.25,0,0,0,75.5,205.875,123.5625,0,0,0,0.125,112.375,233.625,190.5625,0.25,0,0,0.25,157.875,234.9375,232.875,1,0,0,0,176.5,233.4375,235.625,33.1875,0,0,0,159.1875,193.5625,186.5,41,0
"29390","Coat",0,0,54.875,192.6875,51.6875,0.5,0,0,18.9375,194.5625,185.0625,180.375,55.625,0,0,49.1875,198,191.0625,198.6875,96,0,0,64.3125,165.75,200.1875,158.375,125.4375,0,0,84.9375,177.5625,204.4375,202.25,143.9375,0,0,81.6875,185.6875,206,212.125,114.1875,0,0,0,41.25,99.5,80.25,0.9375,0
"59857","Ankle boot",0,0,0,0.0625,0,0.0625,9.375,0,0,3.1875,31.25,38.875,99.8125,80.75,0,0,34.3125,155.25,159.4375,146.1875,128.1875,0,0.375,43.125,128.75,164.5,135.4375,101.75,0.1875,1.9375,81.375,128.375,115.125,2.5625,57.3125,59,97.75,116.625,140.8125,21.8125,0.6875,50.3125,0,18.1875,33.4375,9.875,0.75,0.0625,5.625
"29085","Coat",0,0,135.625,160.0625,134.5625,16.875,0,0,4.3125,151.5625,149.3125,150.6875,32.875,0,0,38.625,155.5625,138.4375,151.375,72.125,0,0,56.5,172.6875,158.5,165.0625,106,0,0,70.75,178.1875,168.5,160.8125,125.0625,0,0,61.8125,160.4375,168.25,156.875,105.4375,0,0,0.1875,126.125,160.3125,150.0625,3.875,0
"54912","Ankle boot",0,0,0,47.625,208.625,200.5,129.8125,0,0,0,59.75,210.3125,210.75,132.5,0,0,0,75.125,215.125,211.125,113.0625,0,0,0.4375,114.9375,217.4375,216.375,120.125,0.1875,0.6875,29.6875,160.4375,208.3125,192.0625,170.5625,75.375,139.6875,162.125,222.3125,209,219.4375,187.3125,58.5,153,186.25,156.375,22.875,210.4375,168.125
"30187","Sandal",0,0,0,0,0,0,0,0,0,0,0.0625,2.875,13.8125,0,0,0.375,0,0.875,50.25,100.5,83.8125,0.375,130.6875,126.0625,2.0625,0.0625,0.875,29.1875,62,206.1875,206.125,71.1875,82.5,90.0625,111.75,14.5,55.625,59.5625,37.0625,37.6875,52.5,45.8125,0,0,0,0,0,0,0
"53014","Bag",0,0,0,0,0,0,0,0,0,14.5,46.1875,26,0,0,37.4375,53.625,96.375,47.75,98.5625,52.3125,50.5,66.9375,209.25,206.25,201.1875,215.75,205.4375,121.75,30.4375,216.6875,220.3125,219.0625,220.75,223.6875,61.625,0,100.375,145.125,144.25,145.8125,144.5,0.125,0,0,0,0,0,0,0
"28060","Coat",0.125,14,81.125,113.0625,95.4375,12.0625,0,0.5625,71.375,195.5,179,163.4375,87.5,0.25,9.6875,81.5,177.0625,158.125,181.75,93.125,4.875,14.9375,79.25,187.1875,165.625,182.5,108.25,14.875,21.25,103.375,188.5625,176.5,183.1875,104.8125,26.8125,24.3125,67.1875,131.375,135.0625,138.4375,65.5,32.5625,23.5625,32.75,0.375,0.5,0.375,31.875,33.8125
